date,atm_iv_slope_st,atm_iv_slope_lt,iv_otm_skew_st,iv_otm_skew_lt,pc_oi,pc_vol,otm_pc_oi_st,otm_pc_vol_st,otm_pc_oi_lt,otm_pc_vol_lt,otm_put_oi_pct_chg,otm_call_oi_pct_chg,otm_put_vol_pct_chg,otm_call_vol_pct_chg,otm_put_oi_ma,otm_call_oi_ma,otm_put_vol_ma,otm_call_vol_ma
1/13/2015,0.000310591,0.002161102,0.143746317,0.131021112,2.545441568,1.830774573,2.048570979,2.592886447,3.644278447,2.850268204,-0.019581955,0.063195671,1.253345032,0.554139517,1.072655071,1.781943065,1.826415735,1.727345826
1/14/2015,-0.000207065,-0.000141482,0.144002972,0.13001109,2.556383478,2.095307988,1.661415766,2.275220404,3.227083192,1.05824776,0.106274087,0.152669508,-0.230999275,0.507059621,1.155524621,1.753600546,1.3147729,2.076649901
1/15/2015,-0.007445717,-0.003383564,0.152916341,0.135954024,2.546609975,3.175343802,1.185445068,2.79349874,2.524107553,1.785097417,-0.035076363,0.15976615,-0.134579005,-0.458771427,1.086565101,1.745547127,1.092766423,1.016701987
1/16/2015,-0.005387016,-0.002212668,0.140151249,0.124826343,2.614695587,0.972990979,2.044095017,0.675521425,3.797585884,1.964761716,0.148495158,-0.155094136,-0.02857909,2.344237202,1.200108628,1.323314189,1.014150343,2.55754095
1/20/2015,-0.001775297,-0.001329534,0.148438847,0.117054052,2.423156795,2.152538132,1.937331796,12.03937207,5.850916662,7.623124448,-0.08859636,0.107115186,0.591015935,-0.910729119,1.05815266,1.363246776,1.50559101,0.234757063
1/21/2015,-0.004563687,-0.000435911,0.147880365,0.1151304,2.355233084,1.980775383,2.019403152,13.62682658,6.227094607,2.820138984,0.049296431,0.006651563,-0.480283704,-0.260919104,1.070742273,1.312016739,0.820399223,0.180140984
1/22/2015,-0.008080939,-0.006235753,0.130623881,0.115898238,2.844188586,0.685528833,25.65809769,81.84615385,16.01754386,55.43478261,-0.070715404,-0.728487217,0.256684438,21.75,0.980985269,0.365543582,0.991531173,3.440175202
1/23/2015,-0.00320152,-0.001738697,0.12723178,0.115578298,2.311751863,2.470593721,23.97536946,3.989051095,14.07584623,4.471797501,-0.030289606,1.572873156,-0.227761588,-0.856841685,0.963457466,0.882245185,0.77405981,0.478728694
1/26/2015,-0.002780717,0.000327554,0.120632186,0.113733056,2.289617518,1.852424021,15.0196802,8.950413223,10.65160538,5.688285229,0.109613314,0.075619924,-0.589790366,-0.435401162,1.063070127,0.924061228,0.327834572,0.272851123
1/27/2015,0.002230522,0.004931964,0.111914425,0.109497512,2.29686149,2.115011973,6.863937138,0.30744823,5.296327542,3.435284568,-0.118260556,0.367574827,2.046758659,1.008430368,0.936185148,1.221598402,0.968314324,0.547045175
1/28/2015,-0.001197799,0.000770426,0.113218949,0.111336654,2.305154718,3.230033871,1.618344384,27.7982906,4.515748967,10.46876668,-0.021284961,0.120913107,-0.324347543,-0.567867164,0.915288423,1.313494081,0.714178658,0.251128353
1/29/2015,-0.000211983,0.001690994,0.097988855,0.116860244,2.367240186,2.092497235,9.281333333,4.916666667,5.483441182,4.335539579,0.058193782,-0.078031563,0.407019233,1.445100354,0.971690594,1.191132882,1.030503638,0.660509335
1/30/2015,0.006269249,0.004261875,0.126927457,0.124242604,2.36524354,1.692454188,0.198401826,19.25234742,2.409192373,0.204113442,0.235514309,0.349118647,-0.196732674,0.495500636,1.173354847,1.542827168,0.852042393,0.966466295
